label,text,clean_strict,clean_light
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,gonna able late notice home weeks anyway plans,No i m not gonna be able to     too late notice     i ll be home in a few weeks anyway     what are the plans
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm toshiba got lot model say,Got fujitsu  ibm  hp  toshiba    Got a lot of model how to say
ham,Okie... Thanx...,okie thanx,Okie    Thanx
ham,"Gosh that , what a pain. Spose I better come then.",gosh pain spose better come,Gosh that   what a pain  Spose I better come then
ham,"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp well,As usual  iam fine  happy  amp  doing well
ham,Okie,okie,Okie
ham,So when you gonna get rimac access ,gonna get rimac access,So when you gonna get rimac access
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,arestaurant eating squid wanna dosomething late,Im at arestaurant eating squid! i will be out about 10 30 wanna dosomething or is that to late?
ham,You call times job today ok umma and ask them to speed up,call times job today umma ask speed,You call times job today ok umma and ask them to speed up
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,hello call wen finish wrk fancy meetin wiv tonite need break dabooks hrs last nite today wrk,HELLO U CALL WEN U FINISH WRK I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS  DID 4 HRS LAST NITE 2 TODAY OF WRK!
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,sam eachother meet house,R U  SAM P IN EACHOTHER  IF WE MEET WE CAN GO 2 MY HOUSE
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah lol luckily starring role like,yeah! Lol  Luckily i didn t have a starring role like you!
ham,Hello madam how are you ?,hello madam,Hello madam how are you ?
ham,"Awesome, text me when you're restocked",awesome text restocked,Awesome  text me when you re restocked
ham,"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp well,As usual  iam fine  happy  amp  doing well
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,knock knock txt whose 80082 enter weekly draw 250 gift voucher store choice www tkls com age16 stoptxtstop week,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a  250 gift voucher 4 a store of yr choice  T Cs www tkls com age16 to stoptxtstop 1 50 week
ham,Yes. It's all innocent fun. O:-),yes innocent fun,Yes  It s all innocent fun  O
ham,Thanks for sending this mental ability question..,thanks sending mental ability question,Thanks for sending this mental ability question
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day going smoothly really hoped wont bother bills settle month extra cash know challenging time also let know,Sir  hope your day is going smoothly  i really hoped i wont have to bother you about this  I have some bills that i can t settle this month  I am out of all extra cash  I know this is a challenging time for you also but i have to let you know
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,2marrow wed aha,2marrow only  Wed at  lt   gt  to 2 aha
ham,I went to ur hon lab but no one is there.,went hon lab one,I went to ur hon lab but no one is there
ham,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message,I cant pick the phone right now  Pls send a message
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple 700 900 nights excellent location wif breakfast hamper,Hey pple   $700 or $900 for 5 nights   Excellent location wif breakfast hamper!!!
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forwarded 21870000 mailbox messaging sms alert matches please call back 09056242159 retrieve messages matches cc100p min,Forwarded from 21870000 Hi   this is your Mailbox Messaging SMS alert  You have 40 matches  Please call back on 09056242159 to retrieve your messages and matches cc100p min
ham,How come?,come,How come?
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,lol nah bad thanks good home quite reality check hows day anything website,Lol! Nah wasn t too bad thanks  Its good to b home but its been quite a reality check  Hows ur day been? Did u do anything with website?
ham,Ok lor...,lor,Ok lor
ham,I'm coming home 4 dinner.,coming home dinner,I m coming home 4 dinner
ham,S da..al r above  &lt;#&gt;,,S da  al r above  lt   gt
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",free ring tone text polys 87131 every week get new tone 0870737910216yrs,FREE RING TONE just text  POLYS  to 87131  Then every week get a new tone  0870737910216yrs only  1 50 wk
ham,Unni thank you dear for the recharge..Rakhesh,unni thank dear recharge rakhesh,Unni thank you dear for the recharge  Rakhesh
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,know lacking particular dramastorm details part worried,I know I m lacking on most of this particular dramastorm s details but for the most part I m not worried about that
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,haha cant tmr forfeit haha,Haha    They cant what    At the most tmr forfeit    haha so how?
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",hey glad better hear treated urself digi cam good 9pm fab new year coupla wks,Hey there! Glad u r better now  I hear u treated urself to a digi cam  is it good? We r off at 9pm  Have a fab new year  c u in coupla wks!
ham,No way I'm going back there!,way going back,No way I m going back there!
spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobile 077xxx 000 bonus caller prize 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,URGENT! Your mobile No 077xxx WON a  2 000 Bonus Caller Prize on 02 06 03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP  150ppm
ham,I WILL CAL YOU SIR. In meeting,cal sir meeting,I WILL CAL YOU SIR  In meeting
ham,"That's what I love to hear :V see you sundayish, then",love hear see sundayish,That s what I love to hear  V see you sundayish  then
ham,"Sorry da thangam, very very sorry i am held up with prasad.",sorry thangam sorry held prasad,Sorry da thangam  very very sorry i am held up with prasad
ham,Tiwary to rcb.battle between bang and kochi.,tiwary rcb battle bang kochi,Tiwary to rcb battle between bang and kochi
ham,Thank god they are in bed!,thank god bed,Thank god they are in bed!
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,cancer moms making big deal regular checkup aka pap smear,No I don t have cancer  Moms making a big deal out of a regular checkup aka pap smear
ham,Am in gobi arts college,gobi arts college,Am in gobi arts college
ham,Why she wants to talk to me,wants talk,Why she wants to talk to me
ham,Pandy joined 4w technologies today.he got job..,pandy joined technologies today got job,Pandy joined 4w technologies today he got job
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18,You are guaranteed the latest Nokia Phone  a 40GB iPod MP3 player or a  500 prize! Txt word  COLLECT to No  83355! IBHltd LdnW15H 150p Mtmsgrcvd18
ham,"They can try! They can get lost, in fact. Tee hee",try get lost fact tee hee,They can try! They can get lost  in fact  Tee hee
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,spoke maneesha like know satisfied experience reply toll free yes,Hi! You just spoke to MANEESHA V  We d like to know if you were satisfied with the experience  Reply Toll Free with Yes or No
ham,My friends use to call the same.,friends use call,My friends use to call the same
ham,"Sorry, I'll call later",sorry call later,Sorry  I ll call later
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",olowoyey usc edu great time argentina sad secretary everything blessing,Em  its olowoyey  usc edu have a great time in argentina  Not sad about secretary  everything is a blessing
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",taxt massage tie pos argh lool,It  s a taxt massage    tie pos argh ok! Lool!
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",please get dollar loan pay back mid february pls,Hi  can i please get a  lt   gt  dollar loan from you  I ll pay you back by mid february  Pls
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",might want pull case plan spending much confidence derek taylor money management,You might want to pull out more just in case and just plan on not spending it if you can  I don t have much confidence in derek and taylor s money management
ham,Do you like shaking your booty on the dance floor?,like shaking booty dance floor,Do you like shaking your booty on the dance floor?
ham,"Text me when you get off, don't call, my phones having problems",text get call phones problems,Text me when you get off  don t call  my phones having problems
ham,No need for the drug anymore.,need drug anymore,No need for the drug anymore
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry thought calling lot times lil busy call noon,Sorry da  i was thought of calling you lot of times  lil busy i will call you at noon
ham,Its sarcasm.. .nt scarcasim,sarcasm scarcasim,Its sarcasm    nt scarcasim
ham,Great! I have to run now so ttyl!,great run ttyl,Great! I have to run now so ttyl!
ham,Feel like trying kadeem again? :V,feel like trying kadeem,Feel like trying kadeem again?  V
ham,Dai  &lt;#&gt;  naal eruku.,dai naal eruku,Dai  lt   gt  naal eruku
ham,Not yet chikku..wat abt u?,yet chikku wat abt,Not yet chikku  wat abt u?
ham,Ok...,,Ok
ham,Want to finally have lunch today?,want finally lunch today,Want to finally have lunch today?
ham,Do you know when dad will be back?,know dad back,Do you know when dad will be back?
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darling today would love chat dont tell look like sexy,Hello darling how are you today? I would love to have a chat  why dont you tell me what you look like and what you are in to sexy?
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,8007 free 1st week no1 nokia tone mob every week txt nokia 8007 get txting tell mates www getzed pobox 36504 5wq norm 150p tone,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www getzed co uk POBox 36504 W4 5WQ norm 150p tone 16
ham,He remains a bro amongst bros,remains bro amongst bros,He remains a bro amongst bros
ham,R u meeting da ge at nite tmr?,meeting nite tmr,R u meeting da ge at nite tmr?
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nice day impressively sensible went home early feel fine boring remember,Was a nice day and  impressively  i was sensible  went home early and now feel fine  Or am i just boring?! When s yours  i can t remember
ham,Why de. You looking good only:-)..,looking good,Why de  You looking good only
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,wanna get laid 2nite want real dogging locations sent direct mobile join largest dogging network txt park 69696 nyt ec2a 3lp msg,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK s largest Dogging Network  Txt PARK to 69696 now! Nyt  ec2a  3lp  1 50 msg
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,yes replied mail going management office later plus bank later also wednesday,Yes  They replied my mail  I m going to the management office later  Plus will in to bank later also or on wednesday
ham,"That's cool, I'll come by like  &lt;#&gt; ish",cool come like ish,That s cool  I ll come by like  lt   gt  ish
ham,Super msg da:)nalla timing.,super msg nalla timing,Super msg da  nalla timing
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",good afternoon boytoy feeling today better hope good boy obedient slave please queen,Good afternoon  my boytoy     How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient  slave? Do you please your Queen?
ham,I am 6 ft. We will be a good combination!,good combination,I am 6 ft  We will be a good combination!
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,sick needy want pouts stomps feet pouts stomps feet want slave want,I m sick !! I m needy !! I want you !!  pouts   stomps feet  Where are you ?!  pouts   stomps feet  I want my slave !! I want him now !!
ham,* Am on a train back from northampton so i'm afraid not!,train back northampton afraid,Am on a train back from northampton so i m afraid not!
ham,Where in abj are you serving. Are you staying with dad or alone.,abj serving staying dad alone,Where in abj are you serving  Are you staying with dad or alone
ham,Was playng 9 doors game and gt racing on phone lol,playng doors game racing phone lol,Was playng 9 doors game and gt racing on phone lol
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new tones week include mcfly sara jorge shock smith switch order follow instructions next message,New Tones This week include  1 McFly All Ab    2  Sara Jorge Shock   3  Will Smith Switch   To order follow instructions on next message
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case man found murdered decimal afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetables house maid went post office children went play neighbour went marriage police arrested murderer immediately reply reason brilliant,Solve d Case   A Man Was Found Murdered On  lt DECIMAL gt     lt   gt  AfterNoon  1 His wife called Police  2 Police questioned everyone  3 Wife  Sir I was sleeping  when the murder took place  4 Cook  I was cooking  5 Gardener  I was picking vegetables  6 House Maid  I went 2 d post office  7 Children  We went 2 play  8 Neighbour  We went 2 a marriage  Police arrested d murderer Immediately  Who s It? Reply With Reason  If U r Brilliant
ham,I'm on da bus going home...,bus going home,I m on da bus going home
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,got call landline number asked come anna nagar afternoon,I got a call from a landline number      I am asked to come to anna nagar       I will go in the afternoon
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,okay chasing dream good next,I m okay  Chasing the dream  What s good  What are you doing next
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,yupz oredi booked slots weekends liao,Yupz    I ve oredi booked slots 4 my weekends liao
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent trying contact todays draw shows 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs,URGENT! We are trying to contact U  Todays draw shows that you have won a  800 prize GUARANTEED  Call 09050003091 from land line  Claim C52  Valid 12hrs only
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,many model sony ericson also der luks good forgot modl,There r many model  sony ericson also der    lt   gt    it luks good bt i forgot modl no
ham,Okie,okie,Okie
ham,Yes I know the cheesy songs from frosty the snowman :),yes know cheesy songs frosty snowman,Yes I know the cheesy songs from frosty the snowman
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",vikky witin mins reply,Ya ok  vikky vl c witin  lt   gt  mins and il reply u
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,sports fans get latest sports news str mobile free plus free tone txt sport 8007 www getzed 0870141701216 norm 4txt 120p,sports fans   get the latest sports news str  2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www getzed co uk 0870141701216  norm 4txt 120p
ham,Hey tmr meet at bugis 930 ?,hey tmr meet bugis 930,Hey tmr meet at bugis 930 ?
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent 800 free flights europe give away call 10th sept take friend free call claim 09050000555 ba128nnfwfly150ppm,Urgent Urgent! We have 800 FREE flights to Europe to give away  call B4 10th Sept   take a friend 4 FREE  Call now to claim on 09050000555  BA128NNFWFLY150ppm
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirts thing wear nudist themed,All these nice new shirts and the only thing I can wear them to is nudist themed     you in mu?
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sexy buns day word morning think,Hey sexy buns! What of that day? No word from you this morning on YM             I think of you
ham,And whenever you and i see we can still hook up too.,whenever see still hook,And whenever you and i see we can still hook up too
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope going home pump petrol lor like going rain soon,Nope but i m going home now then go pump petrol lor    Like going 2 rain soon
ham,Can you use foreign stamps for whatever you send them off for? ,use foreign stamps whatever send,Can you use foreign stamps for whatever you send them off for?
spam,FROM 88066 LOST £12 HELP,88066 lost help,FROM 88066 LOST  12 HELP
ham,Oh baby of the house. How come you dont have any new pictures on facebook,baby house come dont new pictures facebook,Oh baby of the house  How come you dont have any new pictures on facebook
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",feb love day send dis valued frnds evn comes back married person luv ignore dis lose luv evr,Feb  lt   gt  is  I LOVE U  day  Send dis to all ur  VALUED FRNDS  evn me  If 3 comes back u ll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry hav signal seen heard neither unusual put case get sort hugs snogs,Hiya  sorry didn t hav signal  I haven t seen or heard from and neither has  which is unusual in itself! I ll put on the case and get him to sort it out! Hugs and snogs
ham,"Omw back to tampa from west palm, you hear what happened?",omw back tampa west palm hear happened,Omw back to tampa from west palm  you hear what happened?
ham,Yup no more already... Thanx 4 printing n handing it up.,yup already thanx printing handing,Yup no more already    Thanx 4 printing n handing it up
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd 25p optout txt stop 83021 reply date,FreeMsg  Fancy a flirt? Reply DATE now   join the UKs fastest growing mobile dating service  Msgs rcvd just 25p to optout txt stop to 83021  Reply DATE now!
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase stated watch many movies want,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want
ham,S now only i took tablets . Reaction morning only.,took tablets reaction morning,S now only i took tablets   Reaction morning only
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd8 free 08000839402 2stoptxt,Great NEW Offer   DOUBLE Mins   DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T Cs
ham,"Nah, I'm a perpetual DD",nah perpetual,Nah  I m a perpetual DD
ham,Sorry de i went to shop.,sorry went shop,Sorry de i went to shop
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope enjoyed new content text stop 61610 unsubscribe help 08712400602450p provided tones2you,Hope you enjoyed your new content  text stop to 61610 to unsubscribe  help 08712400602450p Provided by tones2you co uk
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv kettoda manda nice day,Wen ur lovable bcums angry wid u  dnt take it seriously   Coz being angry is d most childish n true way of showing deep affection  care n luv!   kettoda manda    Have nice day da
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey still want yogasana coz end cine bathe hav steam bath,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,Nope i'm not drivin... I neva develop da photos lei...,nope drivin neva develop photos lei,Nope i m not drivin    I neva develop da photos lei
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,thinking going reg pract lessons flung advance haha wat time going,I am thinking of going down to reg for pract lessons   Flung my advance   Haha wat time u going?
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool inches long hope like big,Cool  I am  lt   gt  inches long  hope you like them big!
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",house maid murderer coz man murdered january public holiday govt instituitions closed including post office understand,House Maid is the murderer  coz the man was murdered on  lt   gt  th January   As public holiday all govt instituitions are closed including post office  understand?
ham,Okie.. Thanx..,okie thanx,Okie   Thanx
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,days euro2004 kickoff kept informed latest news results daily unsubscribe send get euro stop 83222,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily  Unsubscribe send GET EURO STOP to 83222
ham,Go where n buy? Juz buy when we get there lar.,buy juz buy get lar,Go where n buy? Juz buy when we get there lar
ham,Ok lor...,lor,Ok lor
ham,I'm working technical support :)voice process.,working technical support voice process,I m working technical support   voice process
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week since broke already brains going mush,It s justbeen overa week since we broke up and already our brains are going to mush!
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tunde wishing great day abiola,Tunde  how are you doing  This is just wishing you a great day  Abiola
ham,Nope... C ü then...,nope,Nope    C   then
ham,No. But we'll do medical missions to nigeria,medical missions nigeria,No  But we ll do medical missions to nigeria
ham,No i am not having not any movies in my laptop,movies laptop,No i am not having not any movies in my laptop
ham,Whatsup there. Dont u want to sleep,whatsup dont want sleep,Whatsup there  Dont u want to sleep
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,urgent please call 09066612661 landline 5000 cash luxury canary islands holiday await collection sae award 20m12aq 150ppm,Urgent Please call 09066612661 from landline   5000 cash or a luxury 4  Canary Islands Holiday await collection  T Cs SAE award  20M12AQ  150ppm  16
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call 09066612661 landline complimentary lux costa del sol holiday 1000 cash await collection ppm 150 sae james eh74rr,Urgent! Please call 09066612661 from your landline  your complimentary 4  Lux Costa Del Sol holiday or  1000 CASH await collection  ppm 150 SAE T Cs James 28  EH74RR
ham,I havent lei.. Next mon can?,havent lei next mon,I havent lei   Next mon can?
ham,Mm feeling sleepy. today itself i shall get that dear,feeling sleepy today shall get dear,Mm feeling sleepy  today itself i shall get that dear
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,dare stupid wont tell anything hear wont talk,How dare you stupid  I wont tell anything to you  Hear after i wont talk to you
ham,Do ü noe if ben is going?,noe ben going,Do   noe if ben is going?
ham,Can you do a mag meeting this avo at some point?,mag meeting avo point,Can you do a mag meeting this avo at some point?
ham,I meant middle left or right?,meant middle left right,I meant middle left or right?
ham,Really? I crashed out cuddled on my sofa.,really crashed cuddled sofa,Really? I crashed out cuddled on my sofa
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,chachi tried calling unable reach give missed cal tiz msg kanagu,Hi Chachi tried calling u now unable to reach u    Pl give me a missed cal once u c tiz msg Kanagu
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",sent prices mean,I sent you the prices and do you mean the  lt   gt  g
ham,Are you this much buzy,much buzy,Are you this much buzy
ham,Nothing. Can...,nothing,Nothing  Can
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,know know send chat 86688 let find 150p msg rcvd suite342 2lands row w1j6hl ldn years,I don t know u and u don t know me  Send CHAT to 86688 now and let s find each other! Only 150p Msg rcvd  HG Suite342 2Lands Row W1J6HL LDN  18 years or over
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,working ringing thing whole houseful screaming brats pulling hair loving,No   am working on the ringing u thing but have whole houseful of screaming brats so   am pulling my hair out! Loving u
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,family responding anything room went home diwali one called coming makes feel like died,But my family not responding for anything  Now am in room not went to home for diwali but no one called me and why not coming  It makes me feel like died
ham,"Tick, tick, tick ... Babe",tick tick tick babe,Tick  tick  tick     Babe
ham,R ü going 4 today's meeting?,going today meeting,R   going 4 today s meeting?
ham,K da:)how many page you want?,many page want,K da  how many page you want?
ham,Ya had just now.onion roast.,onion roast,Ya had just now onion roast
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give reply tomorrow morning said like,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,You said not now. No problem. When you can. Let me know.,said problem let know,You said not now  No problem  When you can  Let me know
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,tell half come need prepare,Ok but tell me half an hr b4 u come i need 2 prepare
ham,Play w computer? Aiyah i tok 2 u lor?,play computer aiyah tok lor,Play w computer? Aiyah i tok 2 u lor?
ham,Sat right? Okay thanks... ,sat right okay thanks,Sat right? Okay thanks
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp worse dude always wants party dude files complaint three drug abusers lives,Derp  Which is worse  a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,chinese food way get fat paying lipo,Ok Chinese food on its way  When I get fat you re paying for my lipo
ham,We r outside already.,outside already,We r outside already
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,good trip watch remember get back must decide easter,Have a good trip  Watch out for   Remember when you get back we must decide about easter
ham,Yo we are watching a movie on netflix,watching movie netflix,Yo we are watching a movie on netflix
ham,What time. I‘m out until prob 3 or so,time prob,What time  I m out until prob 3 or so
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",meh thgt clash really dun mind dun seen lost weight gee,Can meh? Thgt some will clash    Really ah  i dun mind    I dun seen to have lost any weight    Gee
ham,I dont thnk its a wrong calling between us,dont thnk wrong calling,I dont thnk its a wrong calling between us
ham,I am not sure about night menu. . . I know only about noon menu,sure night menu know noon menu,I am not sure about night menu      I know only about noon menu
ham,ARR birthday today:) i wish him to get more oscar.,arr birthday today wish get oscar,ARR birthday today   i wish him to get more oscar
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly god love amp need clean heart blood send ten special people amp miracle tomorrow pls pls,Say this slowly ? GOD I LOVE YOU  amp  I NEED YOU CLEAN MY HEART WITH YOUR BLOOD Send this to Ten special people  amp  u c miracle tomorrow  do it pls pls do it
