SMS,Cluster,Cluster_Label
waliking ard wan buy anything house,2,Not Spam
avatar supposed subtoitles,2,Not Spam
haha friend tyler literally asked could get dubsack,2,Not Spam
cheers lou yeah goodnite shame neva came gailxx,0,Not Spam
love girls office may wonder smiling sore,0,Not Spam
happy new years melody,0,Not Spam
still getting goods,2,Not Spam
response one powerful weapon occupy place others heart always give response cares gud night swt dreams take care,0,Not Spam
cool luv tired cause doin loads planning got social services inspection nursery take care spk,0,Not Spam
guy bitching acted like interested buying something else next week gave free,2,Not Spam
let bill millers,2,Not Spam
gotta,2,Not Spam
drama pls enough family struggling hot sun strange place reason ego going invited actually necessity wait serious reppurcussions,0,Not Spam
wen miss someone person definitely special person special miss keep touch gdeve,0,Not Spam
honestly made lovely cup tea promptly dropped keys burnt fingers getting,0,Not Spam
actor work work evening sleep late since unemployed moment always sleep late unemployed every day saturday,2,Not Spam
done mean,2,Not Spam
greatest test courage earth bear defeat without losing heart,0,Not Spam
film ill call later,2,Not Spam
engalnd telly decided let watch mia elliot kissing damn,0,Not Spam
carlos pick swing usf little bit,2,Not Spam
dip cell dead coming better respond else shall come back,2,Not Spam
know hook means right,2,Not Spam
yes small kid boost secret energy,0,Not Spam
darlin hope nice night wish come cant wait see love fran want dirty anal sex want man gang bang,0,Not Spam
home way,2,Not Spam
coming friday leave pongal get news work place,2,Not Spam
lovely smell bus tobacco,0,Not Spam
blankets sufficient thx,0,Not Spam
way home,2,Not Spam
posible dnt live century frwd thnk different,2,Not Spam
goin workout lor muz lose fats,2,Not Spam
nvm going wear sport shoes anyway going late leh,2,Not Spam
wah okie okie muz make use unlimited haha,2,Not Spam
dear reache room,0,Not Spam
sure time tho sure get library class try see point good eve,2,Not Spam
slept thinkthis time dangerous,0,Not Spam
boo things back home little bored already,0,Not Spam
wait inside car park,2,Not Spam
hello sort town already dont rush home eating nachos let know eta,2,Not Spam
work den plus lor workin oso rite den orchard lor place liao,2,Not Spam
good good billy mates gone jogging enjoy concert,0,Not Spam
hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss,0,Not Spam
woke yeesh late fall asleep til,2,Not Spam
gonna death gonna leave note says robs fault avenge,0,Not Spam
realy soz imat mums 2nite 2moro,0,Not Spam
ard 515 like dat,2,Not Spam
jade paul txt remember barmed want talk txt,0,Not Spam
cause freaky lol,2,Not Spam
come wenever lik come also tel vikky come getting free time,0,Not Spam
eat old airport road 630 oredi got lot pple,2,Not Spam
finally came fix ceiling,2,Not Spam
depends going lor,2,Not Spam
tell friend come round til like ish,2,Not Spam
kind took garage centre part exhaust needs replacing part ordered taking fixed tomo morning,2,Not Spam
got rumour going buy apartment chennai,2,Not Spam
got persons story,0,Not Spam
dunno leh cant remember mayb lor wat time meeting tmr,2,Not Spam
storming msg wen lift phne say hello knw real meaning hello name girl yes knw dat girl margaret hello girlfrnd grahmbell invnted telphone moral one 4get name person girlfrnd,0,Not Spam
done,2,Not Spam
let pool money together buy bunch lotto tickets win get get deal,2,Not Spam
happy new year man,0,Not Spam
wat decision,2,Not Spam
haha think,2,Not Spam
leave around four,2,Not Spam
give minutes think see btw alibi cutting hair whole time,2,Not Spam
sday joined training started today,2,Not Spam
bognor splendid time year,0,Not Spam
head dey swell thanks making day,0,Not Spam
yunny goin late,2,Not Spam
released another italian one today cosign option,2,Not Spam
ela kano download come wen free,2,Not Spam
dhoni luck win big title win,0,Not Spam
detroit home snow enjoy,2,Not Spam
haha better late ever way could swing,2,Not Spam
said gonna snow start around tonite predicting inch accumulation,2,Not Spam
selected,2,Not Spam
sea lays rock rock envelope envelope paper paper words,0,Not Spam
funeral home audrey dad,0,Not Spam
hey sweet wondering moment might come want send file someone yahoo connection sucks remember set page download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss,0,Not Spam
darlin kate doin somethin tonight going pub called swan something parents one drink phone,2,Not Spam
going dinner msg,2,Not Spam
comin back dinner,2,Not Spam
also bringing galileo dobby,2,Not Spam
merry christmas babe love kisses,0,Not Spam
also wesley,2,Not Spam
well still bit left guys want tonight,2,Not Spam
quite know still get hold anyone cud pick bout 30pm see pub,2,Not Spam
best driving tmr,2,Not Spam
good words words may leave dismay many times,0,Not Spam
gain rights wife dont demand trying husband lets see,0,Not Spam
hello madam,0,Not Spam
know result,2,Not Spam
make girl happy difficult make girls happy need friend companion lover chef good listener organizer good boyfriend clean sympathetic athletic warm courageous determined true dependable intelligent psychologist pest exterminator psychiatrist healer stylist driver aaniye pudunga venaam,0,Not Spam
lol ill try send warned sprint dead slow prolly get tomorrow,0,Not Spam
dunno lei neva say,0,Not Spam
going lunch wif family aft dat str orchard lor,2,Not Spam
many page want,2,Not Spam
also feel yesterday night wait til 2day night dear,0,Not Spam
still loving,0,Not Spam
come sec somebody want see,2,Not Spam
get,2,Not Spam
sorry guess whenever get hold connections maybe hour two text,2,Not Spam
get class bsn like minutes know advising,2,Not Spam
hospital return home evening,2,Not Spam
nope meanwhile talk say make greet,0,Not Spam
joy father john john name joy father mandan,0,Not Spam
unintentionally bad timing great fingers trains play along give fifteen min warning,2,Not Spam
hey babe friend cancel still visit,0,Not Spam
sounds better evening costume sure time finish tomorrow txt end,2,Not Spam
post l8r class,2,Not Spam
cos daddy arranging time wat time fetch mah,2,Not Spam
night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,0,Not Spam
told appt next week thinks gonna die told check nothing worried listen,0,Not Spam
stop knowing well,0,Not Spam
hope alright babe worry might felt bit desparate learned job fake waiting come back love,0,Not Spam
wine flowing nevering,2,Not Spam
hahaha use brain dear,0,Not Spam
yar lor keep raining non stop wan elsewhere,2,Not Spam
coming back thursday yay gonna get money cheers yeah everything alright hows school call work,2,Not Spam
ride equally uneventful many pesky cyclists around time night,2,Not Spam
say somebody named tampa,2,Not Spam
dude longer pisces aquarius,0,Not Spam
buy newspapers already,2,Not Spam
pple marry lovers becz hav gud undrstndng dat avoids problems sent dis wil get gud news friday person like tomorrow best day life dont break chain break suffer send frnds mins whn read,0,Not Spam
wishing family merry mas happy new year advance,0,Not Spam
host based idps linux systems,2,Not Spam
wake morning,0,Not Spam
wahala remember friend need,0,Not Spam
excellent wish together right,0,Not Spam
sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,0,Not Spam
got favorite oyster got favorite sashimi lar dun say already wait stomach start rumbling,2,Not Spam
valentine game send dis msg friends answers someone really loves ques colour suits best rply,0,Not Spam
sorry delay yes masters,2,Not Spam
admin building might slightly earlier call reaching,2,Not Spam
ultimately tor motive tui achieve korli,2,Not Spam
vijay going talk jaya,2,Not Spam
good morning princess,0,Not Spam
tell female throwing deciding get,2,Not Spam
okie thanx,0,Not Spam
already planned wil pick,2,Not Spam
ball moving lot spin last difficult bat,2,Not Spam
finished eating got plate leftovers time,2,Not Spam
want grasp pretty booty,2,Not Spam
work right,2,Not Spam
hope settled new school year wishin gr8 day,0,Not Spam
probably want pick,2,Not Spam
guys planning coming,2,Not Spam
send someone else,2,Not Spam
got things may pub later,2,Not Spam
today sunday sunday holiday work,2,Not Spam
look frying pan case cheap book perhaps silly frying pan likely book,2,Not Spam
want snow freezing windy,2,Not Spam
holy living christ taking long,2,Not Spam
talk,2,Not Spam
dude teresa hope okay didnt hear people called received package since dec thot like know fantastic year best reading plus really really bam first aid usmle work done,0,Not Spam
daddy shu shu looking wan tell singapore wat,2,Not Spam
many licks take get center tootsie pop,2,Not Spam
weightloss girl friends make loads money ebay something give thanks god,0,Not Spam
know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop,0,Not Spam
takin linear algebra today,2,Not Spam
problem frm wats matter,2,Not Spam
maybe woke fucking problem,2,Not Spam
know dat feelin pete wuld get nuther place nuther time mayb,2,Not Spam
hey almost forgot happy day babe love,0,Not Spam
going dinner soon,2,Not Spam
havent stuck orchard dad car going dinner leh free tonight,2,Not Spam
arngd marriage walkin unfortuntly snake bites love marriage dancing frnt snake amp sayin bite bite,0,Not Spam
greatest test courage earth bear defeat without losing heart,0,Not Spam
good morning boytoy yummy lips sexy buns think crave need,0,Not Spam
keep safe need miss already envy everyone see real life,0,Not Spam
enjoyin indians yep sall good hehe hows bout shexy pete,0,Not Spam
actually first time went bed long spoke woke night,0,Not Spam
lost kilos today,2,Not Spam
join bus,2,Not Spam
right make appointment right,2,Not Spam
probably much fun get message thought txt cos bored james farting night,0,Not Spam
true easier,2,Not Spam
always even spirit get soon trying sure need,0,Not Spam
juz google search qet,2,Not Spam
wake long ago already dunno thing,2,Not Spam
called hoping l8r malaria know miss guys miss bani big pls give love especially great day,0,Not Spam
time coming later,2,Not Spam
wonder phone battery went dead tell love babe,0,Not Spam
apps class varaya elaya,2,Not Spam
gud gud chikku tke care sleep well gud nyt,0,Not Spam
sorry went shop,2,Not Spam
great getting worried know wonderful caring person like best life know wonderful god love,0,Not Spam
yar wanted scold yest late already got zhong qing ask ask lor still act real,2,Not Spam
drive read need write,2,Not Spam
come home half hour,2,Not Spam
miss much desparate recorded message left day listen hear sound voice love,0,Not Spam
hello boytoy made home constant thought love hope nice visit wait till come home kiss,0,Not Spam
sorry meeting call later,2,Not Spam
wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love,0,Not Spam
hey company elama mudyadhu,0,Not Spam
please get dollar loan pay back mid february pls,2,Not Spam
frnd best way avoid missunderstding wit beloved one,0,Not Spam
way home long dry spell season would,2,Not Spam
number gonna massive pain ass rather get involved possible,2,Not Spam
hmmm give one day,2,Not Spam
dont know,2,Not Spam
busy trying finish new year looking forward finally meeting,2,Not Spam
wearing,2,Not Spam
know either clever simple thing pears day perfect christmas,0,Not Spam
yes always available work place,2,Not Spam
awesome text restocked,0,Not Spam
pen thing beyond joke wont biro masters ever,2,Not Spam
still around looking pick later,2,Not Spam
know week going tirunelvai,2,Not Spam
alright took morphine back,2,Not Spam
competition,2,Not Spam
stomach thru much trauma swear eat better lose weight,0,Not Spam
car picking,2,Not Spam
good joke girls situation seekers,0,Not Spam
sure consent forms,2,Not Spam
idk keep saying since moved keep butting heads freedom responsibility tired much shit deal barely keeping together gets added,0,Not Spam
happy new year,0,Not Spam
help propose going back tomorrow,2,Not Spam
burger king wanna play footy top stadium get burger king 1st sept large super coca cola walk winner,2,Not Spam
computer fried essential part keep spares fucking idiot roommates looovvve leaving thing running full,2,Not Spam
huh means computational science like dat one push,2,Not Spam
dad wanted talk apartment got late start omw,2,Not Spam
send bec temple,2,Not Spam
headin towards busetop,2,Not Spam
want lick pussy,0,Not Spam
fine hope also,0,Not Spam
arms fine cardiff uni,2,Not Spam
thanks yesterday sir wonderful hope enjoyed burial mojibiola,0,Not Spam
beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning,0,Not Spam
msg rajini comes,2,Not Spam
sorry man account dry would want could trade back half could buy shit credit card,2,Not Spam
cool fun practicing making babies,0,Not Spam
excellent thought misundrstud frnd knw hate day wen knw truth hate urself,0,Not Spam
sorry vikky watching olave mandara movie kano trishul theatre wit frnds,0,Not Spam
olowoyey usc edu great time argentina sad secretary everything blessing,0,Not Spam
fuck juswoke bed boatin docks slept wid year old spinout giv gossip l8r xxx,0,Not Spam
uncle boye need movies guide plus know torrents particularly legal system slowing gr8 day plus started cos dont meet online honey moon,2,Not Spam
hey inconvenient sis huh,2,Not Spam
even brother like speak treat like aids patent,0,Not Spam
lol right diet everyday cheat anyway meant fatty,0,Not Spam
missing pray inshah allah,0,Not Spam
good going,2,Not Spam
great disturb talk,2,Not Spam
welcome please reply age gender begin 24m,0,Not Spam
xam hall boy asked girl tell starting term dis answer den manage lot hesitation lookin around silently said intha ponnungale ipaditan,0,Not Spam
dude avatar imp one point thought actually flies room almost tried hittng one reflex,2,Not Spam
nice day dear,0,Not Spam
hello love get interview today happy good boy think missing,0,Not Spam
ever green quote ever told jerry cartoon person irritates always one loves vry much fails express gud nyt,0,Not Spam
like italian food,2,Not Spam
fuck cedar key fuck come anyway tho,2,Not Spam
ambrith madurai met arun dha marrge remembr,0,Not Spam
life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning,0,Not Spam
lol got friend dog,0,Not Spam
class holla later,2,Not Spam
oops shower called hey parking garage collapsed university hospital see crazy stuff like happen,2,Not Spam
huh hyde park mel opps got confused anyway best choice den juz take,2,Not Spam
forget tell want need crave love sweet arabian steed mmmmmm yummy,0,Not Spam
finished class,2,Not Spam
sure whenever show fuck,2,Not Spam
predict wat time finish buying,2,Not Spam
thanks looking really appreciate,0,Not Spam
barred stores life twat orange dungerees came asked wanted decking got first punch,2,Not Spam
hows street end library walk,2,Not Spam
great church holla get,2,Not Spam
take test,2,Not Spam
coming day class,2,Not Spam
usf guess might well take car,2,Not Spam
okie lor sat,2,Not Spam
called said choose future,2,Not Spam
yeah work fine started last week stuff dull easy guys fun,2,Not Spam
still grand prix,2,Not Spam
cant see join denis mina denis want alone time,2,Not Spam
two cartons pleased shelves,2,Not Spam
want please inside outside bedroom,2,Not Spam
tot group mate lucky havent reply wat time need leave,2,Not Spam
valentines huh proof page ugh glad really watch rupaul show tool,0,Not Spam
good combination,2,Not Spam
getting even,2,Not Spam
cheers callin babe sozi culdnt talkbut wannatell details later wenwecan chat properly,0,Not Spam
watching got new job,2,Not Spam
boytoy miss happened,0,Not Spam
going sao today done,2,Not Spam
okie,2,Not Spam
moji love words rich day,0,Not Spam
glad see reply,0,Not Spam
ding break fassyole blacko londn,2,Not Spam
people tour thought sofa thing sent curious sugar,2,Not Spam
chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den cafe tok nydc somethin,2,Not Spam
loosu hospital dont let careless,2,Not Spam
late tellmiss way,2,Not Spam
hoping would send message rent due dont enough reserves completely gone loan need hoping could balance way could get till mid march hope pay back,2,Not Spam
swt thought nver get tired little things lovable persons coz somtimes little things occupy biggest part hearts gud ni8,0,Not Spam
hey cutie goes wales kinda like hills shit still avent killed,0,Not Spam
good night dear sleepwell amp take care,0,Not Spam
juz remembered gotta bathe dog today,0,Not Spam
yeah class,2,Not Spam
baby house come dont new pictures facebook,0,Not Spam
haha dont angry take practice real thing,0,Not Spam
enjoy home,0,Not Spam
haha den shld went today gee nvm kaiez dun mind goin jazz oso scared hiphop open cant catch,2,Not Spam
poop looks like ill prob send laptop get fixed cuz gpu problem,2,Not Spam
hey sorry didntgive bellearlier hunny bedbut mite thepub l8tr uwana loads luv jenxxx,0,Not Spam
lot happened feels quiet beth aunts charlie working lots helen,0,Not Spam
theyre lots places hospitals medical places safe,2,Not Spam
think girl propose today seing bloody funky shit fucking face asssssholeeee,0,Not Spam
evo download flash jealous,2,Not Spam
really pig leh sleep much dad wake smth eat lunch today,0,Not Spam
garbage bags eggs jam bread hannaford wheat chex,2,Not Spam
worries hope photo shoot went well spiffing fun workage,0,Not Spam
amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,0,Not Spam
lunch come quickly open door,2,Not Spam
gonna home soon want talk stuff anymore tonight cried enough today,0,Not Spam
awesome minute,2,Not Spam
case wake wondering forgot take care something grandma today done parade,0,Not Spam
grandmas dear still ill felt shit morning think hungover another night leave sat,0,Not Spam
japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike,0,Not Spam
thing change sentence want concentrate educational career leaving,2,Not Spam
frnd necesity life imagine urself witout frnd feel colleg wat wth cell wat abt functions thnk abt events espe cared missed amp irritated 4wrd dear loving frnds wthout cant live jst takecare goodmorning,0,Not Spam
alrite hunny wot 2nite didnt end goin town jus pub instead jus chillin bedroom love jen xxx,0,Not Spam
work going min,2,Not Spam
haha really deduct lesson tmr,2,Not Spam
congratulation,0,Not Spam
tell stay yeah tough optimistic things improve month,0,Not Spam
always putting business put pictures ass facebook one open people ever met would think picture room would hurt make feel violated,0,Not Spam
nope waiting sch daddy,2,Not Spam
get ready put excellent sub face,2,Not Spam
somewhere beneath pale moon light someone think dreams come true goodnite amp sweet dreams,0,Not Spam
pls needs dat slowly vomit,2,Not Spam
workin overtime nigpun,2,Not Spam
dear sleeping,0,Not Spam
good study well,2,Not Spam
information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please try bullshit makes want listen less,0,Not Spam
dad back,2,Not Spam
watching movie already wants shop shopping,2,Not Spam
lol yes friendship hanging thread cause buy stuff,0,Not Spam
hmmm imagine come home rub feet make dinner help get ready date sure ready kind life,0,Not Spam
tell need investigate anywhere,2,Not Spam
sweetheart hope kind day one loads reasons smile biola,0,Not Spam
lol ouch wish stayed bit longer,0,Not Spam
sister kids,2,Not Spam
wow think common take back freak unless chop,2,Not Spam
haha awesome might need take doin tonight,2,Not Spam
fine hope good take care,0,Not Spam
marriage function,0,Not Spam
yeah jus rite,2,Not Spam
lor thanx school,2,Not Spam
broke list reasons nobody town tell sarcastic faggy,2,Not Spam
babes hope shit nights sleep fell asleep knackered dreading work tonight thou upto tonight,0,Not Spam
bookedthe hut also time way,2,Not Spam
guessin gonna,2,Not Spam
reach home minutes,2,Not Spam
fuck babe happened come never came back,0,Not Spam
yeah clearly fault,2,Not Spam
dont think need yellow card travel ask someone gone bucks,2,Not Spam
spending new years brother family lets plan meet next week ready spoiled,2,Not Spam
day class class,2,Not Spam
shuhui bought ron present swatch watch,2,Not Spam
aww first time said missed without asking missed first love,0,Not Spam
able sleep,0,Not Spam
said mind bedroom minute sed sexy mood came minuts latr wid cake wife,0,Not Spam
unfortunately found pick sister airport evening think going try one,2,Not Spam
looks like wil getting headstart leaving bout 30ish desperate company could head earlier goin meet rummer,2,Not Spam
yes obviously eggs pert potato head speak soon,0,Not Spam
petey noi wanted chat coz avent spoken long time hope doin alrite good nit love,0,Not Spam
wat makes people dearer happiness dat feel meet pain feel miss dem,0,Not Spam
much getting,2,Not Spam
haha cant tmr forfeit haha,2,Not Spam
shall bring bottle wine keep amused joking bring one anyway,0,Not Spam
pure hearted person wonderful smile makes even enemies feel guilty enemy catch world smile goodmorning amp smiley sunday,0,Not Spam
fine bitch later,2,Not Spam
submitting project tmr rite,2,Not Spam
fine tonight,2,Not Spam
purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,0,Not Spam
part checking,2,Not Spam
board working fine issue overheating also reslove still software inst pending come around clock,2,Not Spam
still working,2,Not Spam
anything specific regards jaklin idk fuck,2,Not Spam
okey doke home dressed cos laying around ill speak later bout times stuff,2,Not Spam
think need going late school night especially one class one missed last wednesday probably failed test friday,2,Not Spam
sounds like plan cardiff still still cold sitting radiator,2,Not Spam
somewhr someone surely made god decided perfect time make meet dat person till den enjoy crushes,0,Not Spam
well welp sort semiobscure internet thing,2,Not Spam
single single answers fighting plus said broke didnt reply,2,Not Spam
pick rayan macleran,2,Not Spam
hello call wen finish wrk fancy meetin wiv tonite need break dabooks hrs last nite today wrk,2,Not Spam
sweet dreams,0,Not Spam
depends would like treated,2,Not Spam
babe miiiiiiissssssssss need crave geeee sad without babe love,0,Not Spam
tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face joker face,0,Not Spam
today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz fault basically good,0,Not Spam
machan gym tomorrow wil come late goodnight,2,Not Spam
sure night menu know noon menu,2,Not Spam
could seen recognise face,2,Not Spam
yay wait party together,2,Not Spam
hope great day,0,Not Spam
directly behind abt rows behind,2,Not Spam
happen behave like,2,Not Spam
alright hooked guys,2,Not Spam
sun anti sleep medicine,0,Not Spam
dude sup,2,Not Spam
plan manage,2,Not Spam
new theory argument wins situation loses person dont argue friends kick amp say always correct,0,Not Spam
hello things quite plan limping slowly home followed exhaust hanging,2,Not Spam
whatever juliana whatever want,2,Not Spam
dear mood cant drive brother drive,0,Not Spam
movie collect car oredi,2,Not Spam
sister law hope great month saying hey abiola,0,Not Spam
kaiez enjoy tuition gee thk second option sounds beta yan jiu den msg,2,Not Spam
think spatula hands,2,Not Spam
wait cornwall hope tonight bad well rock night shite anyway going kip good night speak soon,0,Not Spam
okie,2,Not Spam
eyes philosophy,0,Not Spam
available like right around hillsborough amp,2,Not Spam
finally completed course,2,Not Spam
hope things went well doctors reminds still need 2go little thing left lounge,0,Not Spam
wondering right,2,Not Spam
always brainy one,2,Not Spam
beauty life next second hides thousands secrets wish every second wonderful life gud,0,Not Spam
night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,0,Not Spam
movies laptop,2,Not Spam
getting anywhere damn job hunting,2,Not Spam
see half hour,2,Not Spam
going today meeting,2,Not Spam
real tho sucks even cook whole electricity hungry,2,Not Spam
worry finished march ish,2,Not Spam
make lasagna vodka,2,Not Spam
nope wif sis lor aft bathing dog bathe looks like going rain soon,2,Not Spam
soon real thing princess make wet,0,Not Spam
asked fun haha take care,0,Not Spam
princess bet brothas chasing,2,Not Spam
yar tot knew dis would happen long ago already,2,Not Spam
mum hope great day hoping text meets well full life great day abiola,0,Not Spam
run away frm walk slowly amp kills care enough stop,0,Not Spam
feb love day send dis valued frnds evn comes back married person luv ignore dis lose luv evr,0,Not Spam
tyler getting 8th leave long get like hour,2,Not Spam
forget owns private property good boy always passionate kiss,0,Not Spam
seen back holby,2,Not Spam
yup thk cine better cos need plaza mah,2,Not Spam
bruce downs amp fletcher,2,Not Spam
come people,2,Not Spam
well big surprise,0,Not Spam
love want flood pretty pussy cum,0,Not Spam
studies alone without anyones help cant need study,2,Not Spam
careful text drive,2,Not Spam
maybe pressies,0,Not Spam
sent like,0,Not Spam
yeh indians nice tho kane bit shud drink sometime soon mite hav works laugh soon love pete,0,Not Spam
laugh really loud talk spontaneously dont care others feel probably dear amp best friends goodevening dear,0,Not Spam
good evening roger,0,Not Spam
telly brdget jones,2,Not Spam
great princess love giving receiving oral doggy style fave position enjoy making love times per night,0,Not Spam
idea,2,Not Spam
know mean king havin credit goin2bed night night sweet only1more sleep,0,Not Spam
talk atleast day otherwise miss best friend world shakespeare shesil,0,Not Spam
dear reach,0,Not Spam
hows watch resizing,2,Not Spam
giving second chance rahul dengra,0,Not Spam
ard christmas enjoy merry mas,0,Not Spam
wow thats gay firmware update help,2,Not Spam
got part nottingham hrs 63miles good thing love man much 40mph hey,2,Not Spam
started dont stop pray good ideas anything see help guys forward link,0,Not Spam
know dad back,0,Not Spam
beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,0,Not Spam
seeking lady street freak sheets,2,Not Spam
science tells chocolate melt sunlight please walk sunlight bcoz want loss sweet friend,0,Not Spam
hey babe saw came online second disappeared happened,0,Not Spam
wat tht incident,2,Not Spam
good weekend,0,Not Spam
could work reach consensus next meeting,2,Not Spam
wat late still early mah juz dinner lor aiya dunno,2,Not Spam
sorry stil fucked last nite went tobed 430 got work 630,2,Not Spam
well great weekend,0,Not Spam
awesome lemme know whenever around,2,Not Spam
wants talk,2,Not Spam
made day great day,0,Not Spam
know pls open back,2,Not Spam
town jus take mrt later,2,Not Spam
hope good week checking,0,Not Spam
time week ryan,2,Not Spam
stop however suggest stays someone able give ors every stool,2,Not Spam
surfing online store offers want buy thing,2,Not Spam
going restaurant,2,Not Spam
sorry bout last nite fault spouse pmt sumthin 4give think shldxxxx,0,Not Spam
wan come dinner tonight,2,Not Spam
tall princess,0,Not Spam
say thanks2,0,Not Spam
college,2,Not Spam
gonna ring weekend wot,2,Not Spam
impossible argue always treats like sub like never released remind necessary,2,Not Spam
nice ready thursday,2,Not Spam
could ask carlos could get anybody else chip,2,Not Spam
home lei,2,Not Spam
good mornin thanku wish,0,Not Spam
home come within min,2,Not Spam
sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl,0,Not Spam
apo good movie,2,Not Spam
going sleep tired travel,0,Not Spam
way food fridge want meal tonight,2,Not Spam
gonna ask lol think,2,Not Spam
leave always ignorant,2,Not Spam
yes trust buy new stuff asap try,2,Not Spam
add really care least get dude fuck hey money want,0,Not Spam
well glad find totally disagreeable lol,0,Not Spam
hard true much show amp express love someone much hurt leave get seperated evening,0,Not Spam
always make things bigger,2,Not Spam
friends stay chat,2,Not Spam
way rencontre meet mountains dont,2,Not Spam
ugh fuck resubbing eve,2,Not Spam
dun wan dun like already wat still eating,2,Not Spam
slow using biola fne,2,Not Spam
watching lotr sis dis aft wan meet dinner nite,2,Not Spam
yijue meet tmr,2,Not Spam
come karnan car please wait till 6pm directly goto doctor,2,Not Spam
mathews tait edwards anderson,2,Not Spam
true dear sat pray evening felt sms time,0,Not Spam
rightio well arent bright early morning,0,Not Spam
alrite,2,Not Spam
make sure alex knows birthday fifteen minutes far concerned,2,Not Spam
sister cleared two round birla soft yesterday,0,Not Spam
time dont like fun,2,Not Spam
well going aunty,0,Not Spam
need bored izzit suddenly thk,0,Not Spam
said bad dat gals know wat,0,Not Spam
scratching,2,Not Spam
better sleep dun disturb liao wake msg lor,0,Not Spam
dun sad dun thk abt already concentrate papers,2,Not Spam
sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones,2,Not Spam
babe goes day miss already love loving kiss hope everything goes well,0,Not Spam
bring got,2,Not Spam
hun comin 2nite tell every1 sorry hope ava goodtime oli rang melnite ifink mite sorted explain everythin mon l8rs,0,Not Spam
reckon need arrange transport thanks,2,Not Spam
see cup coffee animation,2,Not Spam
tee hee lecture cheery bye bye,0,Not Spam
seeing missed call dear brother gr8 day,0,Not Spam
awesome see bit,2,Not Spam
forgotten might couple bucks send tomorrow love,0,Not Spam
dai downloaded exe file run exe installing,2,Not Spam
watching cartoon listening music amp eve temple amp church,2,Not Spam
thank baby cant wait taste real thing,0,Not Spam
know wot people wear shirts jumpers hat belt know cribbs,2,Not Spam
kate evening hope see tomorrow bit bloody babyjontet txt back xxx,0,Not Spam
boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love kano,0,Not Spam
frnd juz word merely relationship silent promise says wherevr whenevr forevr gudnyt dear,0,Not Spam
nope going sch fri quite early lor cos mys sis got paper morn,2,Not Spam
stupid always sending like believe message pandy mental,0,Not Spam
hey crap nite borin without boggy boring biatch thanx wait til nxt time ave,0,Not Spam
beautiful truth expression face could seen everyone depression heart could understood loved ones gud ni8,0,Not Spam
yes finished watching days lives love,0,Not Spam
nobody names penis girls name story add,0,Not Spam
howz pain hope fine,0,Not Spam
know stubborn even want hospital kept telling mark weak sucker hospitals weak suckers,0,Not Spam
wishing family merry mas happy new year advance,0,Not Spam
take like noon,2,Not Spam
good thinking,0,Not Spam
actually deleted old website blogging magicalsongs blogspot com,0,Not Spam
check errors difficulties correction,2,Not Spam
yep sure props,2,Not Spam
lunch aha,2,Not Spam
standing,2,Not Spam
wat,2,Not Spam
aight well keep informed,2,Not Spam
like shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt reaction lor,0,Not Spam
mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand,0,Not Spam
garage keys bookshelf,2,Not Spam
sorry battery died yeah,2,Not Spam
going college else ill come self,2,Not Spam
happened date,2,Not Spam
watching cartoon listening music amp eve temple amp church,2,Not Spam
wow love sooo much know barely stand wonder day goes well love think miss,0,Not Spam
write wat,2,Not Spam
like dis sweater mango size already irritating,2,Not Spam
geeee miss already know think fuck wait till next year together loving kiss,0,Not Spam
sure check yahoo email sent photos yesterday,0,Not Spam
haf combine lor,2,Not Spam
good need drugs,2,Not Spam
ask iouri told story like ten times already,2,Not Spam
purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,0,Not Spam
way railway,2,Not Spam
coffee cake guess,2,Not Spam
dun believe wat,2,Not Spam
tell shola please college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand,2,Not Spam
boy sweet words left morning sighs goes day love start studying,0,Not Spam
birthday feb,0,Not Spam
